,id,season,gamesPlayedHome,gamesPlayedAway,totalGamesHome,totalWinsHome,homeGamesHome,homeWinsHome,awayGamesHome,awayWinsHome,percentageTotalWinHome,percentageHomeWinHome,percentageAwayWinHome,totalGamesAway,totalWinsAway,homeGamesAway,homeWinsAway,awayGamesAway,awayWinsAway,percentageTotalWinAway,percentageHomeWinAway,percentageAwayWinAway,lastGame1WinHome,lastGame1AtHomeHome,lastGame2WinHome,lastGame2AtHomeHome,lastGame3WinHome,lastGame3AtHomeHome,lastGame4WinHome,lastGame4AtHomeHome,lastGame5WinHome,lastGame5AtHomeHome,lastGame1WinAway,lastGame1AtHomeAway,lastGame2WinAway,lastGame2AtHomeAway,lastGame3WinAway,lastGame3AtHomeAway,lastGame4WinAway,lastGame4AtHomeAway,lastGame5WinAway,lastGame5AtHomeAway,calcStatsHome.seasonTotalPossessions,calcStatsHome.last5TotalPossessions,calcStatsHome.seasonTotalPoints,calcStatsHome.last5TotalPoints,calcStatsHome.seasonOffensiveRating,calcStatsHome.last5OffensiveRating,calcStatsHome.seasonDefensiveRating,calcStatsHome.last5DefensiveRating,calcStatsAway.seasonTotalPossessions,calcStatsAway.last5TotalPossessions,calcStatsAway.seasonTotalPoints,calcStatsAway.last5TotalPoints,calcStatsAway.seasonOffensiveRating,calcStatsAway.last5OffensiveRating,calcStatsAway.seasonDefensiveRating,calcStatsAway.last5DefensiveRating,homeWin,homeBestOdds,awayBestOdds,forecast,winnings
10,31236,2015,76,55,81,55,40,32,41,23,0.679,0.8,0.561,50,17,26,9,24,8,0.34,0.34600000000000003,0.33299999999999996,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,7237.4,443.2,8429,529,116.46,119.36,111.95,118.91,4446.6,428.2,4983,490,112.06,114.43,112.29,113.26,True,1.2,5.16,True,60.0
11,31239,2015,62,62,60,34,29,18,31,16,0.5670000000000001,0.621,0.516,62,39,31,25,31,14,0.629,0.8059999999999999,0.452,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,5511.6,444.2,6086,467,110.42,105.13,108.83,105.81,5825.0,447.6,6597,470,113.25,105.0,108.89,110.37,True,2.15,1.79,True,107.5
12,31243,2015,56,66,53,28,27,17,26,11,0.528,0.63,0.423,68,38,37,27,31,11,0.5589999999999999,0.73,0.355,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,4597.0,422.4,5256,465,114.34,110.09,109.64,107.72,6310.2,442.6,7390,521,117.11,117.71,110.38,116.81,False,1.4,3.22,True,-50
13,31244,2015,56,65,54,26,27,15,27,11,0.48100000000000004,0.556,0.40700000000000003,66,52,32,30,34,22,0.7879999999999999,0.938,0.647,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,5041.4,451.6,5788,520,114.81,115.15,110.07,109.39,5953.6,440.0,6624,496,111.26,112.73,106.19,111.82,True,2.55,1.61,False,-50
14,31247,2015,55,55,54,22,28,13,26,9,0.40700000000000003,0.46399999999999997,0.34600000000000003,47,25,20,13,27,12,0.532,0.65,0.444,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,4970.0,449.4,5641,547,113.5,121.72,112.29,105.92,4070.4,436.0,4655,504,114.36,115.6,109.33,114.22,False,2.09,1.83,False,91.5
15,31252,2015,75,55,80,54,39,31,41,23,0.675,0.795,0.561,52,7,27,6,25,1,0.135,0.222,0.04,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,7142.6,430.4,8321,518,116.5,120.35,112.0,122.21,4834.2,463.0,5409,465,111.89,100.43,110.3,102.81,True,1.05,15.32,True,52.5
16,31257,2015,54,74,51,23,26,17,25,6,0.451,0.654,0.24,77,49,42,32,35,17,0.636,0.762,0.486,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,4748.2,445.6,5511,514,116.07,115.35,109.87,105.92,6768.8,445.6,7844,513,115.88,115.13,111.93,112.66,True,3.0,1.46,False,-50
17,31261,2015,53,55,49,22,23,14,26,8,0.449,0.609,0.308,50,21,21,10,29,11,0.42,0.47600000000000003,0.379,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,4474.4,459.8,5124,508,114.52,110.48,110.0,106.13,4549.2,458.0,5302,505,116.55,110.26,115.32,114.63,False,1.2,5.27,True,-50
18,31276,2015,76,57,84,69,42,38,42,31,0.821,0.905,0.738,57,25,26,13,31,12,0.439,0.5,0.387,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,8050.0,478.6,9364,554,116.32,115.75,111.02,113.25,5123.6,457.0,5882,484,114.8,105.91,111.04,104.6,True,1.07,12.5,True,53.5
19,31282,2015,66,53,70,42,34,25,36,17,0.6,0.735,0.47200000000000003,46,9,23,7,23,2,0.196,0.304,0.087,True,True,False,False,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,6296.6,441.4,7113,487,112.97,110.33,107.53,114.41,4140.2,460.2,4792,525,115.74,114.08,111.83,101.26,True,1.11,8.36,True,55.50000000000001
20,31292,2015,52,51,51,20,26,11,25,9,0.392,0.423,0.36,46,18,24,13,22,5,0.391,0.542,0.22699999999999998,True,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,4709.8,453.6,5306,526,112.66,115.96,112.19,108.91,4131.0,439.2,4757,576,115.15,131.15,110.51,102.46,True,1.71,2.3,True,85.5
21,31297,2015,62,62,66,40,31,27,35,13,0.606,0.871,0.371,63,49,31,29,32,20,0.778,0.935,0.625,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,6112.2,450.6,7170,535,117.31,118.73,109.81,110.74,5687.0,451.4,6335,508,111.39,112.54,105.57,90.61,False,3.85,1.31,False,65.5
22,31302,2015,58,59,56,35,27,24,29,11,0.625,0.889,0.379,62,33,32,20,30,13,0.532,0.625,0.433,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False,5280.6,466.6,6032,543,114.23,116.37,107.83,107.16,5819.2,453.2,6314,521,108.5,114.96,106.2,107.68,True,1.95,1.95,True,97.5
23,31306,2015,57,51,55,29,26,15,29,14,0.527,0.5770000000000001,0.483,45,19,18,9,27,10,0.42200000000000004,0.5,0.37,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,5067.4,463.0,5619,533,110.89,115.12,109.09,111.02,4091.2,467.8,4797,477,117.25,101.97,115.39,110.3,True,1.27,4.18,True,63.5
24,31307,2015,54,61,53,29,28,18,25,11,0.547,0.643,0.44,63,37,34,26,29,11,0.5870000000000001,0.765,0.379,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,4714.0,466.2,5503,527,116.74,113.04,112.75,109.4,5867.6,454.4,6869,534,117.07,117.52,109.89,102.77,True,1.36,3.44,True,68.0
25,31319,2015,52,49,51,25,25,14,26,11,0.49,0.56,0.423,46,18,22,13,24,5,0.391,0.591,0.20800000000000002,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,4757.6,456.2,5478,529,115.14,115.96,110.1,104.78,4301.8,466.8,4990,528,116.0,113.11,109.81,109.68,True,1.43,3.05,True,71.5
26,31334,2015,53,70,53,27,24,15,29,12,0.509,0.625,0.414,74,51,42,33,32,18,0.6890000000000001,0.7859999999999999,0.562,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,4770.0,443.4,5502,483,115.35,108.93,110.59,101.71,6606.6,427.6,7740,473,117.16,110.62,112.33,116.0,True,2.81,1.5,False,-50
27,31348,2015,59,48,59,43,26,24,33,19,0.7290000000000001,0.9229999999999999,0.5760000000000001,43,18,21,11,22,7,0.419,0.524,0.318,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,5330.4,440.4,5936,464,111.36,105.36,106.24,100.36,3969.6,447.0,4564,516,114.97,115.44,112.61,113.42,True,1.09,10.71,True,54.50000000000001
28,31355,2015,52,48,46,22,25,13,21,9,0.478,0.52,0.429,41,24,19,13,22,11,0.585,0.684,0.5,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,4196.6,478.4,4810,518,114.62,108.28,111.35,97.2,3550.6,443.6,4049,486,114.04,109.56,108.69,103.25,True,1.81,2.16,True,90.5
29,31367,2015,54,47,54,28,25,14,29,14,0.519,0.56,0.483,42,17,23,12,19,5,0.405,0.522,0.263,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,4975.2,468.2,5496,495,110.47,105.72,109.38,115.34,3788.6,445.0,4295,491,113.37,110.34,110.99,108.76,True,1.48,2.86,True,74.0
30,31369,2015,47,46,44,20,22,14,22,6,0.455,0.636,0.273,46,16,22,8,24,8,0.348,0.364,0.33299999999999996,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,True,True,4108.0,447.6,4802,553,116.89,123.55,110.69,101.21,4387.4,471.2,5054,562,115.19,119.27,113.35,119.91,False,1.8,2.2,True,-50
31,31373,2015,53,65,50,32,26,19,24,13,0.64,0.731,0.542,67,44,39,30,28,14,0.657,0.769,0.5,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,4544.2,446.8,5172,529,113.82,118.4,109.94,107.88,5891.0,441.2,6849,485,116.26,109.93,111.75,111.06,False,1.38,3.31,True,-50
32,31380,2015,46,50,42,17,26,14,16,3,0.405,0.5379999999999999,0.188,50,24,24,13,26,11,0.48,0.542,0.423,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,3809.4,457.8,4334,522,113.77,114.02,111.04,107.25,4493.4,448.8,5194,517,115.59,115.2,111.85,102.5,True,2.14,1.79,False,-50
33,31384,2015,54,52,54,29,25,17,29,12,0.537,0.68,0.414,52,33,26,22,26,11,0.635,0.846,0.423,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,5075.0,446.2,5490,511,108.18,114.52,104.89,102.87,4904.4,454.2,5580,525,113.78,115.59,108.8,110.08,True,1.64,2.42,True,82.0
34,31386,2015,68,46,76,62,38,34,38,28,0.816,0.895,0.737,41,9,22,7,19,2,0.22,0.318,0.105,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,7291.4,478.4,8470,532,116.16,111.2,110.99,114.55,3680.0,462.2,4267,512,115.95,110.77,113.15,109.69,True,1.02,27.0,True,51.0
35,31393,2015,50,48,50,23,23,13,27,10,0.46,0.565,0.37,44,20,22,12,22,8,0.455,0.545,0.364,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,True,4631.8,449.6,5453,550,117.73,122.33,113.93,119.22,3893.8,449.8,4559,482,117.08,107.16,112.28,104.05,False,1.64,2.44,True,-50
36,31394,2015,51,46,48,32,25,19,23,13,0.667,0.76,0.565,39,23,18,13,21,10,0.59,0.722,0.47600000000000003,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,4363.0,461.4,4963,563,113.75,122.02,109.79,112.27,3372.6,436.0,3874,515,114.87,118.12,108.7,111.01,False,1.52,2.85,True,-50
37,31404,2015,44,54,41,18,21,10,20,8,0.439,0.47600000000000003,0.4,56,43,26,24,30,19,0.768,0.9229999999999999,0.633,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,3799.2,451.8,4295,500,113.05,110.67,112.29,106.46,5063.2,443.2,5660,468,111.79,105.6,107.15,101.08,False,4.5,1.26,False,63.0
38,31408,2015,47,52,47,24,24,15,23,9,0.511,0.625,0.391,53,28,27,16,26,12,0.528,0.593,0.462,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,4158.4,438.0,4875,494,117.23,112.79,112.76,105.48,5001.8,462.8,5366,489,107.28,105.66,105.68,105.88,False,1.65,2.39,True,-50
39,31415,2015,48,43,42,20,24,12,18,8,0.47600000000000003,0.5,0.444,41,17,20,10,21,7,0.415,0.5,0.33299999999999996,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,3818.8,463.8,4410,504,115.48,108.67,113.15,117.94,3790.6,454.4,4343,512,114.57,112.68,112.46,108.49,True,1.23,4.8,True,61.5
40,31422,2015,50,43,51,32,22,17,29,15,0.627,0.773,0.517,38,17,21,12,17,5,0.447,0.5710000000000001,0.294,False,True,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,True,False,4677.2,456.6,5294,523,113.19,114.54,108.83,118.92,3428.4,436.2,3896,479,113.64,109.81,110.69,105.69,True,1.38,3.48,True,69.0
41,31423,2015,49,43,46,30,23,17,23,13,0.652,0.7390000000000001,0.565,39,16,16,8,23,8,0.41,0.5,0.348,True,True,False,True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,4178.8,447.2,4745,547,113.55,122.32,110.1,117.84,3536.2,444.4,4213,539,119.14,121.29,116.11,110.04,True,1.24,4.75,True,62.0
42,31446,2015,63,59,60,31,28,18,32,13,0.517,0.643,0.406,56,17,27,9,29,8,0.304,0.33299999999999996,0.276,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,True,5403.0,443.4,6174,476,114.27,107.35,109.79,103.29,5205.4,468.6,5922,552,113.77,117.8,110.17,106.91,True,1.57,2.58,True,78.5
43,31449,2015,59,61,53,18,32,11,21,7,0.34,0.344,0.33299999999999996,57,7,29,6,28,1,0.12300000000000001,0.207,0.036000000000000004,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,False,False,4748.0,459.0,5273,508,111.06,110.68,112.38,110.46,5286.8,452.6,5879,470,111.2,103.84,110.41,111.58,True,1.24,4.65,True,62.0
44,31459,2015,66,66,68,33,31,17,37,16,0.485,0.5479999999999999,0.43200000000000005,62,29,30,16,32,13,0.46799999999999997,0.5329999999999999,0.406,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,6162.2,429.8,7030,481,114.08,111.91,111.23,110.05,5766.0,475.8,6724,540,116.61,113.49,114.46,113.07,False,1.45,3.06,True,-50
45,31472,2015,100,104,100,66,50,40,50,26,0.66,0.8,0.52,104,87,55,50,49,37,0.8370000000000001,0.909,0.755,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True,True,True,False,8817.2,439.4,10116,480,114.73,109.24,110.68,101.96,9999.4,495.4,11547,535,115.48,107.99,110.42,107.19,False,3.84,1.32,True,-50
46,31473,2015,42,66,38,22,20,13,18,9,0.579,0.65,0.5,67,38,34,21,33,17,0.5670000000000001,0.618,0.515,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,3277.2,431.6,3735,510,113.97,118.16,109.03,108.43,6134.6,447.8,6827,491,111.29,109.65,109.58,114.34,True,2.16,1.81,False,-50
47,31490,2015,62,80,59,23,31,13,28,10,0.39,0.419,0.35700000000000004,75,32,35,21,40,11,0.42700000000000005,0.6,0.275,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,5406.4,436.4,6105,464,112.92,106.32,112.64,116.64,6895.8,462.4,7945,500,115.22,108.13,110.01,113.97,False,2.42,1.66,False,83.0
48,31495,2015,87,75,85,50,42,31,43,19,0.588,0.738,0.442,75,43,40,27,35,16,0.573,0.675,0.457,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,7789.8,452.8,8820,488,113.22,107.77,108.65,113.52,6729.0,432.0,7609,508,113.08,117.59,108.16,104.4,True,2.02,1.88,True,101.0
49,31513,2015,79,83,77,35,38,23,39,12,0.455,0.605,0.308,85,58,46,37,39,21,0.682,0.804,0.5379999999999999,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False,7075.2,449.8,8137,496,115.01,110.27,110.17,112.72,7602.0,448.4,8835,497,116.22,110.84,111.5,109.5,False,2.39,1.65,True,-50
50,31515,2015,78,89,74,22,38,13,36,9,0.297,0.342,0.25,87,46,44,31,43,15,0.529,0.705,0.349,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,6885.6,454.2,7859,533,114.14,117.35,110.17,104.8,8009.2,454.4,9359,536,116.85,117.96,110.79,108.49,False,1.59,2.55,False,127.49999999999999
51,31516,2015,88,79,88,71,43,41,45,30,0.807,0.953,0.667,73,17,35,12,38,5,0.233,0.34299999999999997,0.132,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,7910.8,449.8,8800,492,111.24,109.38,107.08,109.16,6589.6,444.8,7608,548,115.45,123.2,110.49,106.79,True,1.05,17.5,True,52.5
52,31517,2015,98,78,98,64,48,38,50,26,0.653,0.792,0.52,76,31,37,21,39,10,0.408,0.568,0.256,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,8647.2,438.6,9929,518,114.82,118.1,110.81,107.16,6810.6,435.6,7826,525,114.91,120.52,111.02,116.62,True,1.31,3.85,True,65.5
53,31524,2015,81,69,78,41,38,24,40,17,0.526,0.632,0.425,70,39,36,22,34,17,0.557,0.611,0.5,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,7049.2,487.4,8094,555,114.82,113.87,110.3,114.28,6409.4,459.4,7155,514,111.63,111.89,109.96,117.11,True,1.95,1.95,True,97.5
54,31527,2015,88,77,88,49,44,32,44,17,0.557,0.727,0.386,73,27,38,15,35,12,0.37,0.395,0.34299999999999997,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,8085.2,464.4,9439,524,116.74,112.83,110.94,104.44,6496.6,427.6,7275,479,111.98,112.02,111.21,113.19,False,1.63,2.48,True,-50
55,31543,2015,77,76,72,16,39,11,33,5,0.222,0.282,0.152,74,31,36,21,38,10,0.419,0.583,0.263,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False,6485.4,442.4,7379,495,113.78,111.89,112.31,123.42,6635.6,455.0,7615,517,114.76,113.63,110.66,109.01,True,2.37,1.66,False,-50
56,31558,2015,84,95,83,49,40,30,43,19,0.59,0.75,0.442,97,65,50,39,47,26,0.67,0.78,0.5529999999999999,False,False,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,7598.4,448.6,8618,511,113.42,113.91,108.8,119.71,8535.4,436.2,9756,474,114.3,108.67,111.49,113.25,True,2.0,1.91,False,-50
57,31566,2015,91,94,94,54,46,32,48,22,0.574,0.696,0.45799999999999996,96,64,50,39,46,25,0.667,0.78,0.5429999999999999,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,8396.6,439.0,9494,508,113.07,115.72,107.79,110.02,8449.6,431.8,9662,502,114.35,116.26,111.34,112.55,False,1.5,2.8,True,-50
58,31574,2015,77,83,74,38,37,23,37,15,0.514,0.622,0.405,84,46,41,26,43,20,0.5479999999999999,0.634,0.465,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True,True,False,True,True,6521.8,430.0,7507,480,115.11,111.63,112.5,111.4,7704.2,457.6,8558,496,111.08,108.39,108.72,100.96,True,1.97,1.95,False,-50
59,31577,2015,77,83,75,37,39,20,36,17,0.493,0.513,0.47200000000000003,82,50,40,31,42,19,0.61,0.775,0.452,True,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,6993.2,446.2,7946,503,113.62,112.73,110.95,117.21,7495.6,450.0,8505,518,113.47,115.11,108.64,109.11,True,1.98,1.93,False,-50
60,31583,2015,73,73,70,20,35,11,35,9,0.28600000000000003,0.314,0.257,70,29,35,20,35,9,0.414,0.5710000000000001,0.257,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,6521.8,475.4,7442,582,114.11,122.42,110.51,112.33,6281.4,463.0,7206,551,114.72,119.01,110.68,111.45,False,1.43,3.2,False,160.0
61,31606,2015,73,82,70,25,37,12,33,13,0.35700000000000004,0.324,0.39399999999999996,85,69,43,41,42,28,0.812,0.953,0.667,False,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,6347.0,421.8,7276,446,114.64,105.74,115.17,109.29,7636.6,439.0,8543,544,111.87,123.92,106.97,103.42,False,6.2,1.16,False,57.99999999999999
62,31618,2015,80,74,80,47,38,29,42,18,0.588,0.763,0.429,72,36,36,22,36,14,0.5,0.611,0.389,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,7337.0,463.8,8332,549,113.56,118.37,108.35,110.82,6365.6,438.6,7382,466,115.97,106.25,111.88,108.3,True,1.74,2.28,True,87.0
63,31623,2015,73,75,72,24,37,18,35,6,0.33299999999999996,0.486,0.171,70,35,33,19,37,16,0.5,0.5760000000000001,0.43200000000000005,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,True,6654.6,444.8,7650,498,114.96,111.96,111.52,107.01,6483.8,446.0,7553,520,116.49,116.59,114.28,114.57,True,1.95,2.05,False,-50
64,31624,2015,72,88,70,30,33,20,37,10,0.429,0.606,0.27,89,51,46,32,43,19,0.573,0.696,0.442,True,False,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,6460.0,438.8,7436,539,115.11,122.84,109.58,105.97,7948.2,430.6,8992,483,113.13,112.17,108.01,110.54,False,1.6,2.57,True,-50
65,31625,2015,70,70,66,20,33,11,33,9,0.303,0.33299999999999996,0.273,64,9,31,7,33,2,0.141,0.226,0.061,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,6145.0,453.8,7002,537,113.95,118.33,110.53,110.18,5934.6,454.0,6621,532,111.57,117.18,109.9,106.39,False,1.13,7.38,True,-50
66,31643,2015,73,76,71,34,36,18,35,16,0.479,0.5,0.457,76,48,42,30,34,18,0.632,0.7140000000000001,0.529,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,6639.4,460.4,7539,477,113.55,103.61,110.66,112.29,6906.0,431.2,7913,504,114.58,116.88,110.6,115.72,False,1.86,2.05,True,-50
67,31646,2015,69,74,64,23,37,15,27,8,0.359,0.405,0.29600000000000004,76,39,38,24,38,15,0.513,0.632,0.395,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,5729.2,440.6,6386,513,111.46,116.43,110.77,107.13,6843.2,454.6,7873,525,115.05,115.49,109.67,102.51,True,2.1,1.83,True,105.0
