,id,oddsBet365Away,oddsBet365Home,season,gamesPlayedHome,gamesPlayedAway,totalGamesHome,totalWinsHome,homeGamesHome,homeWinsHome,awayGamesHome,awayWinsHome,percentageTotalWinHome,percentageHomeWinHome,percentageAwayWinHome,totalGamesAway,totalWinsAway,homeGamesAway,homeWinsAway,awayGamesAway,awayWinsAway,percentageTotalWinAway,percentageHomeWinAway,percentageAwayWinAway,lastGame1WinHome,lastGame1AtHomeHome,lastGame2WinHome,lastGame2AtHomeHome,lastGame3WinHome,lastGame3AtHomeHome,lastGame4WinHome,lastGame4AtHomeHome,lastGame5WinHome,lastGame5AtHomeHome,lastGame1WinAway,lastGame1AtHomeAway,lastGame2WinAway,lastGame2AtHomeAway,lastGame3WinAway,lastGame3AtHomeAway,lastGame4WinAway,lastGame4AtHomeAway,lastGame5WinAway,lastGame5AtHomeAway,homeWin,forecast,winnings
23,31283,1.95,1.86,2015,52,60,48,20,28,16,20,4,0.41700000000000004,0.5710000000000001,0.2,61,38,31,25,30,13,0.623,0.8059999999999999,0.433,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,97.5
24,31295,3.8,1.27,2015,51,52,48,22,25,16,23,6,0.45799999999999996,0.64,0.261,45,9,23,7,22,2,0.2,0.304,0.091,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,63.5
25,31299,2.75,1.47,2015,65,52,69,41,33,24,36,17,0.594,0.727,0.47200000000000003,45,25,20,13,25,12,0.556,0.65,0.48,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,73.5
26,31303,3.3,1.35,2015,51,58,47,21,22,13,25,8,0.447,0.591,0.32,56,38,28,23,28,15,0.679,0.821,0.536,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,-50
27,31314,2.85,1.44,2015,55,55,57,25,27,14,30,11,0.439,0.519,0.36700000000000005,56,27,28,16,28,11,0.48200000000000004,0.5710000000000001,0.39299999999999996,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,-50
28,31316,1.43,2.9,2015,50,71,44,19,27,15,17,4,0.43200000000000005,0.556,0.235,76,52,43,34,33,18,0.684,0.7909999999999999,0.545,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,-50
29,31318,18.0,1.01,2015,61,50,61,45,28,26,33,19,0.738,0.929,0.5760000000000001,47,7,24,6,23,1,0.149,0.25,0.043,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,50.5
30,31319,2.95,1.42,2015,52,49,51,25,25,14,26,11,0.49,0.56,0.423,46,18,22,13,24,5,0.391,0.591,0.20800000000000002,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,71.0
31,31321,2.65,1.54,2015,57,60,59,38,28,22,31,16,0.644,0.7859999999999999,0.516,62,37,34,26,28,11,0.597,0.765,0.39299999999999996,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,77.0
32,31326,1.66,2.3,2015,49,69,45,18,21,8,24,10,0.4,0.381,0.41700000000000004,72,47,40,31,32,16,0.653,0.775,0.5,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,-50
33,31327,2.8,1.45,2015,50,56,46,20,21,12,25,8,0.435,0.5710000000000001,0.32,58,34,29,19,29,15,0.586,0.655,0.517,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,72.5
34,31330,1.26,4.0,2015,49,54,43,5,25,5,18,0,0.11599999999999999,0.2,0.0,54,25,27,15,27,10,0.46299999999999997,0.556,0.37,False,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,63.0
35,31332,8.0,1.09,2015,60,59,60,44,27,25,33,19,0.733,0.9259999999999999,0.5760000000000001,61,37,34,26,27,11,0.607,0.765,0.40700000000000003,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False,False,True,True,54.50000000000001
36,31336,4.25,1.23,2015,64,49,67,40,32,24,35,16,0.597,0.75,0.457,44,18,18,9,26,9,0.409,0.5,0.34600000000000003,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,-50
37,31340,2.4,1.62,2015,56,48,56,31,26,18,30,13,0.5539999999999999,0.6920000000000001,0.433,49,18,23,9,26,9,0.36700000000000005,0.391,0.34600000000000003,False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,81.0
38,31341,2.65,1.54,2015,55,53,55,35,26,24,29,11,0.636,0.9229999999999999,0.379,53,24,27,15,26,9,0.45299999999999996,0.556,0.34600000000000003,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,-50
39,31342,3.4,1.33,2015,55,48,58,37,27,21,31,16,0.638,0.778,0.516,43,11,18,8,25,3,0.256,0.444,0.12,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,66.5
40,31354,5.75,1.15,2015,54,47,57,36,26,20,31,16,0.632,0.769,0.516,44,6,22,5,22,1,0.136,0.22699999999999998,0.045,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,57.49999999999999
41,31356,1.71,2.2,2015,47,48,45,18,24,10,21,8,0.4,0.41700000000000004,0.381,46,11,21,5,25,6,0.239,0.23800000000000002,0.24,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,-50
42,31364,2.95,1.42,2015,68,55,72,46,35,27,37,19,0.639,0.7709999999999999,0.514,59,32,31,19,28,13,0.542,0.613,0.46399999999999997,True,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,71.0
43,31378,4.75,1.2,2015,67,46,71,45,34,26,37,19,0.634,0.765,0.514,43,17,20,12,23,5,0.395,0.6,0.217,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,60.0
44,31379,2.75,1.47,2015,61,45,62,36,29,21,33,15,0.581,0.7240000000000001,0.455,40,12,21,7,19,5,0.3,0.33299999999999996,0.263,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,73.5
45,31380,1.76,2.1,2015,46,50,42,17,26,14,16,3,0.405,0.5379999999999999,0.188,50,24,24,13,26,11,0.48,0.542,0.423,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,-50
46,31382,4.25,1.23,2015,56,46,55,40,24,22,31,18,0.727,0.917,0.581,43,11,20,5,23,6,0.256,0.25,0.261,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,61.5
47,31390,6.0,1.14,2015,51,44,49,31,24,22,25,9,0.633,0.917,0.36,41,6,22,5,19,1,0.146,0.22699999999999998,0.053,True,True,False,False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,56.99999999999999
48,31391,2.3,1.66,2015,52,48,54,33,24,18,30,15,0.611,0.75,0.5,45,21,21,12,24,9,0.467,0.5710000000000001,0.375,True,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,83.0
49,31396,1.66,2.3,2015,45,53,38,15,19,9,19,6,0.395,0.474,0.316,56,31,29,18,27,13,0.5539999999999999,0.621,0.48100000000000004,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,-50
50,31400,4.75,1.2,2015,55,49,54,39,23,21,31,18,0.722,0.9129999999999999,0.581,49,23,26,14,23,9,0.469,0.5379999999999999,0.391,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,60.0
51,31409,1.76,2.1,2015,43,59,39,13,24,8,15,5,0.33299999999999996,0.33299999999999996,0.33299999999999996,62,38,33,24,29,14,0.613,0.727,0.483,False,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,True,False,False,88.0
52,31413,2.1,1.76,2015,43,44,41,15,20,8,21,7,0.366,0.4,0.33299999999999996,40,16,16,8,24,8,0.4,0.5,0.33299999999999996,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,False,False,105.0
53,31418,3.75,1.28,2015,53,69,53,38,22,20,31,18,0.7170000000000001,0.909,0.581,72,41,37,24,35,17,0.569,0.649,0.486,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,64.0
54,31422,3.35,1.34,2015,50,43,51,32,22,17,29,15,0.627,0.773,0.517,38,17,21,12,17,5,0.447,0.5710000000000001,0.294,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,67.0
55,31431,2.6,1.55,2015,46,47,46,24,21,13,25,11,0.522,0.619,0.44,46,21,22,12,24,9,0.457,0.545,0.375,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,True,True,77.5
56,31442,1.8,2.05,2015,70,64,72,42,35,28,37,14,0.583,0.8,0.37799999999999995,64,30,32,17,32,13,0.469,0.531,0.406,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,-50
57,31444,4.75,1.2,2015,44,59,41,16,19,10,22,6,0.39,0.526,0.273,57,22,29,13,28,9,0.386,0.44799999999999995,0.321,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,60.0
58,31446,2.55,1.57,2015,63,59,60,31,28,18,32,13,0.517,0.643,0.406,56,17,27,9,29,8,0.304,0.33299999999999996,0.276,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,True,True,78.5
59,31448,2.2,1.71,2015,65,50,65,38,34,24,31,14,0.585,0.706,0.452,51,28,26,17,25,11,0.5489999999999999,0.654,0.44,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,-50
60,31457,2.45,1.6,2015,43,59,39,23,21,14,18,9,0.59,0.667,0.5,56,23,26,16,30,7,0.41100000000000003,0.615,0.233,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,False,True,-50
61,31458,7.0,1.11,2015,72,59,72,41,34,24,38,17,0.569,0.706,0.447,54,11,27,8,27,3,0.204,0.29600000000000004,0.111,True,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,55.50000000000001
62,31460,3.25,1.36,2015,65,61,63,33,30,19,33,14,0.524,0.633,0.424,58,23,30,16,28,7,0.397,0.5329999999999999,0.25,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,68.0
63,31461,1.45,2.8,2015,61,80,60,20,31,15,29,5,0.33299999999999996,0.484,0.172,83,58,46,37,37,21,0.6990000000000001,0.804,0.568,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,-50
64,31473,1.76,2.1,2015,42,66,38,22,20,13,18,9,0.579,0.65,0.5,67,38,34,21,33,17,0.5670000000000001,0.618,0.515,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,-50
65,31474,1.15,5.75,2015,61,85,54,15,26,11,28,4,0.278,0.423,0.14300000000000002,88,76,50,46,38,30,0.8640000000000001,0.92,0.789,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,57.49999999999999
66,31475,5.0,1.19,2015,84,61,82,42,40,25,42,17,0.512,0.625,0.405,56,11,27,8,29,3,0.196,0.29600000000000004,0.10300000000000001,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,59.5
67,31476,2.9,1.43,2015,84,80,83,41,40,25,43,16,0.494,0.625,0.37200000000000005,77,23,38,14,39,9,0.299,0.368,0.231,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,71.5
68,31477,6.5,1.12,2015,78,62,82,52,37,28,45,24,0.634,0.757,0.5329999999999999,59,23,29,13,30,10,0.39,0.44799999999999995,0.33299999999999996,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,56.00000000000001
69,31481,4.2,1.25,2015,73,59,78,47,38,28,40,19,0.603,0.737,0.475,55,26,26,15,29,11,0.473,0.5770000000000001,0.379,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,True,False,True,-50
70,31482,1.83,2.0,2015,62,73,57,25,32,18,25,7,0.439,0.562,0.28,74,41,40,28,34,13,0.5539999999999999,0.7,0.382,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,-50
71,31494,2.3,1.66,2015,68,59,68,41,33,26,35,15,0.603,0.7879999999999999,0.429,55,26,23,14,32,12,0.473,0.609,0.375,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False,True,False,True,True,83.0
72,31503,2.35,1.64,2015,61,84,57,28,29,16,28,12,0.491,0.552,0.429,83,41,41,24,42,17,0.494,0.585,0.405,False,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,-50
73,31516,15.0,1.03,2015,88,79,88,71,43,41,45,30,0.807,0.953,0.667,73,17,35,12,38,5,0.233,0.34299999999999997,0.132,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,51.5
74,31532,2.9,1.43,2015,86,93,86,51,41,30,45,21,0.593,0.732,0.467,92,54,47,33,45,21,0.5870000000000001,0.7020000000000001,0.467,True,True,False,False,True,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False,False,True,-50
75,31534,9.5,1.07,2015,62,76,58,29,27,17,31,12,0.5,0.63,0.387,72,10,35,7,37,3,0.139,0.2,0.081,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,53.5
76,31536,1.5,2.7,2015,78,82,72,27,38,15,34,12,0.375,0.395,0.353,80,40,39,23,41,17,0.5,0.59,0.415,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,-50
77,31537,1.8,2.05,2015,80,83,77,41,37,24,40,17,0.532,0.649,0.425,82,52,43,31,39,21,0.634,0.721,0.5379999999999999,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,90.0
78,31538,2.7,1.5,2015,86,96,86,45,41,25,45,20,0.523,0.61,0.444,98,65,50,39,48,26,0.6629999999999999,0.78,0.542,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,75.0
79,31543,1.64,2.35,2015,77,76,72,16,39,11,33,5,0.222,0.282,0.152,74,31,36,21,38,10,0.419,0.583,0.263,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,-50
80,31548,2.45,1.6,2015,79,79,74,35,37,23,37,12,0.473,0.622,0.324,78,38,38,23,40,15,0.48700000000000004,0.605,0.375,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,80.0
81,31552,6.75,1.11,2015,82,75,84,53,42,30,42,23,0.631,0.7140000000000001,0.5479999999999999,73,31,36,21,37,10,0.425,0.583,0.27,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,False,True,False,True,True,55.50000000000001
82,31556,9.0,1.07,2015,85,78,83,66,41,39,42,27,0.795,0.951,0.643,71,38,34,20,37,18,0.535,0.588,0.486,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,53.5
83,31562,2.45,1.6,2015,78,78,73,35,36,23,37,12,0.479,0.639,0.324,79,40,38,24,41,16,0.506,0.632,0.39,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,-50
84,31579,17.0,1.02,2015,98,73,97,67,47,38,50,29,0.691,0.809,0.58,68,10,33,7,35,3,0.147,0.212,0.086,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,51.0
85,31587,5.25,1.18,2015,76,74,71,35,35,23,36,12,0.493,0.657,0.33299999999999996,68,18,30,12,38,6,0.265,0.4,0.158,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,-50
86,31589,1.8,2.05,2015,79,91,79,50,41,30,38,20,0.633,0.732,0.526,93,61,48,36,45,25,0.6559999999999999,0.75,0.556,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False,True,False,True,-50
87,31594,2.7,1.5,2015,74,74,67,27,36,15,31,12,0.40299999999999997,0.41700000000000004,0.387,68,15,33,11,35,4,0.221,0.33299999999999996,0.114,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,False,True,-50
88,31601,6.5,1.12,2015,97,72,96,66,46,37,50,29,0.688,0.804,0.58,68,25,35,14,33,11,0.368,0.4,0.33299999999999996,True,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,56.00000000000001
89,31611,3.4,1.33,2015,96,96,97,82,50,46,47,36,0.845,0.92,0.7659999999999999,98,69,49,40,49,29,0.7040000000000001,0.816,0.5920000000000001,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,66.5
90,31615,4.5,1.22,2015,89,75,92,61,44,34,48,27,0.6629999999999999,0.773,0.562,73,35,34,20,39,15,0.479,0.588,0.385,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,-50
91,31621,1.6,2.45,2015,71,91,67,28,35,20,32,8,0.418,0.5710000000000001,0.25,95,63,50,39,45,24,0.6629999999999999,0.78,0.5329999999999999,True,False,True,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,False,False,80.0
92,31625,6.75,1.11,2015,70,70,66,20,33,11,33,9,0.303,0.33299999999999996,0.273,64,9,31,7,33,2,0.141,0.226,0.061,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,-50
93,31627,10.5,1.06,2015,80,72,80,63,38,36,42,27,0.787,0.9470000000000001,0.643,67,26,32,15,35,11,0.38799999999999996,0.469,0.314,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,53.0
94,31628,1.86,1.95,2015,74,77,72,38,36,22,36,16,0.528,0.611,0.444,77,49,42,30,35,19,0.636,0.7140000000000001,0.5429999999999999,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,True,-50
95,31630,6.0,1.14,2015,73,71,70,36,36,22,34,14,0.514,0.611,0.41200000000000003,67,15,33,11,34,4,0.22399999999999998,0.33299999999999996,0.11800000000000001,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,56.99999999999999
96,31636,9.0,1.07,2015,95,71,96,81,49,45,47,36,0.8440000000000001,0.9179999999999999,0.7659999999999999,70,28,36,16,34,12,0.4,0.444,0.353,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,53.5
97,31637,2.15,1.74,2015,79,79,78,42,37,22,41,20,0.5379999999999999,0.595,0.488,81,46,40,27,41,19,0.568,0.675,0.46299999999999997,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,False,-50
98,31641,13.5,1.04,2015,79,71,79,62,37,35,42,27,0.785,0.946,0.643,65,25,31,12,34,13,0.385,0.387,0.382,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,52.0
99,31642,5.25,1.18,2015,73,69,70,37,35,21,35,16,0.529,0.6,0.457,63,9,31,7,32,2,0.14300000000000002,0.226,0.062,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,59.0
100,31647,9.5,1.07,2015,87,69,90,59,42,32,48,27,0.6559999999999999,0.762,0.562,65,26,32,17,33,9,0.4,0.531,0.273,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,53.5
101,31654,3.4,1.33,2015,79,69,83,45,41,29,42,16,0.542,0.7070000000000001,0.381,65,26,32,15,33,11,0.4,0.469,0.33299999999999996,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,66.5
102,31656,12.5,1.04,2015,78,68,78,61,36,34,42,27,0.782,0.9440000000000001,0.643,66,19,31,10,35,9,0.28800000000000003,0.32299999999999995,0.257,True,True,True,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,52.0
103,31658,3.7,1.29,2015,73,69,69,36,34,22,35,14,0.522,0.647,0.4,62,25,29,12,33,13,0.40299999999999997,0.414,0.39399999999999996,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,64.5
104,31659,2.05,1.8,2015,73,93,72,36,35,19,37,17,0.5,0.5429999999999999,0.45899999999999996,94,81,51,47,43,34,0.862,0.922,0.7909999999999999,True,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,102.49999999999999
105,31661,2.4,1.62,2015,71,74,70,24,36,18,34,6,0.34299999999999997,0.5,0.17600000000000002,73,45,41,29,32,16,0.616,0.7070000000000001,0.5,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,120.0
